HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy_ID,Alloy,Num_of_Elem,VEC,Atom.Size.Diff,Elect.Diff,dHmix,dSmix,,Sythesis_Route Hot-Cold_Working Homog_Temp,,Homog_Time,Anneal_Temp,Anneal_Time,Quench_Proc,Phases,References
Alloy 0502,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.5,6,7.98,4.2726,0.1487,-5.1424,13.58,AC,HW,1200,180,900,3,-,FCC_SS,10.1016/j.actamat.2018.10.050
Alloy 0503,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.5,6,7.98,4.2726,0.1487,-5.1424,13.58,AC,CW,-,-,900,3,-,Im,10.1016/j.actamat.2018.10.050
Alloy 0504,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.8,6,7.97,4.7697,0.1544,-5.7224,13.66,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.actamat.2018.10.050
Alloy 0505,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.8,6,7.97,4.7697,0.1544,-5.7224,13.66,AC,HW,1200,180,-,-,-,FCC_SS,10.1016/j.actamat.2018.10.050
Alloy 0506,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.8,6,7.97,4.7697,0.1544,-5.7224,13.66,AC,HW,1200,180,900,3,-,Im,10.1016/j.actamat.2018.10.050
Alloy 0507,Fe19.96Mn19.96Ni19.96Co19.96Cr19.96C0.8,6,7.97,4.7697,0.1544,-5.7224,13.66,AC,CW,-,-,900,3,-,Im,10.1016/j.actamat.2018.10.050
Alloy 0508,Al0.1CoCrFeNi,5,8.12,2.3,0.1,-5.04,12.2,AC,CW,-,-,-,-,-,FCC_SS,10.1016/j.actamat.2018.12.012
Alloy 0509,Al0.1CoCrFeNi,5,8.12,2.3,0.1,-5.04,12.2,AC,CW,-,-,400,60,-,FCC_SS,10.1016/j.actamat.2018.12.012
Alloy 0510,Al0.1CoCrFeNi,5,8.12,2.3,0.1,-5.04,12.2,AC,CW,-,-,600,60,-,FCC_SS,10.1016/j.actamat.2018.12.012
Alloy 0511,Al0.1CoCrFeNi,5,8.12,2.3,0.1,-5.04,12.2,AC,CW,-,-,800,60,-,FCC_SS,10.1016/j.actamat.2018.12.012
Alloy 0512,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,-,-,-,-,-,-,FCC_SS,10.1016/j.msea.2019.04.025
Alloy 0513,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,CW,1000,120,500,60,-,Im,10.1016/j.msea.2019.04.025
Alloy 0514,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,CW,1000,120,600,60,-,Im,10.1016/j.msea.2019.04.025
Alloy 0515,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,CW,1000,120,650,60,-,FCC_SS,10.1016/j.msea.2019.04.025
Alloy 0516,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,CW,1000,120,700,60,-,FCC_SS,10.1016/j.msea.2019.04.025
Alloy 0517,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,CW,1000,120,750,60,-,FCC_SS,10.1016/j.msea.2019.04.025
Alloy 0518,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,CW,1000,120,800,60,-,FCC_SS,10.1016/j.msea.2019.04.025
Alloy 0519,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,-,-,-,-,-,-,FCC_PLUS_BCC,10.1016/j.intermet.2019.106601
Alloy 0520,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,400,20,-,FCC_PLUS_BCC,10.1016/j.intermet.2019.106601
Alloy 0521,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,800,60,WQ,FCC_PLUS_BCC,10.1016/j.intermet.2019.106601
Alloy 0522,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,1000,60,WQ,FCC_PLUS_BCC,10.1016/j.intermet.2019.106601
Alloy 0523,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,1200,60,WQ,FCC_PLUS_BCC,10.1016/j.intermet.2019.106601
Alloy 0524,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,600,20,-,FCC_PLUS_BCC,10.1016/j.msea.2019.138226
Alloy 0525,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,800,60,WQ,FCC_PLUS_BCC,10.1016/j.intermet.2019.106601
Alloy 0526,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,1000,60,WQ,FCC_PLUS_BCC,10.1016/j.intermet.2019.106601
Alloy 0527,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,1200,60,WQ,FCC_PLUS_BCC,10.1016/j.intermet.2019.106601
Alloy 0528,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,750,20,-,FCC_PLUS_BCC,10.1016/j.msea.2019.138226
Alloy 0529,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,800,60,WQ,FCC_PLUS_BCC,10.1016/j.intermet.2019.106601
Alloy 0530,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,1000,60,WQ,FCC_PLUS_BCC,10.1016/j.intermet.2019.106601
Alloy 0531,AlCoCrFeNi2.1,5,7.7,5.38,0.12,-11.94,12.91,AC,HW,-,-,1200,60,WQ,FCC_PLUS_BCC,10.1016/j.intermet.2019.106601
Alloy 0532,Fe45Cr10V10Co10Ni25,5,8.1,1.7393,0.0927,-5.82,11.61,AC,CW,1100,360,900,10,WQ,FCC_SS,10.1038/s41598-019-39570-y
Alloy 0533,Fe45Cr10V10Co20Ni15,5,8,1.7325,0.0901,-5.36,11.86,AC,CW,1100,360,900,10,WQ,FCC_SS,10.1038/s41598-019-39570-y
Alloy 0534,Fe45Cr10V10Co30Ni5,5,7.9,1.7248,0.0874,-4.9,11.07,AC,CW,1100,360,900,10,WQ,Im,10.1038/s41598-019-39570-y
Alloy 0535,Fe45Cr10V10Co35,4,7.85,1.7206,0.0859,-4.67,9.87,AC,CW,1100,360,900,10,WQ,Im,10.1038/s41598-019-39570-y
Alloy 0536,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,PM,-,1100,10,-,-,-,Im,10.1016/j.intermet.2018.09.011
Alloy 0537,Al19Co19Cr19Fe19Ni19Fe5,5,7.24,5.6878,0.1181,-11.6888,13.34,PM,-,1100,10,-,-,-,Im,10.1016/j.intermet.2018.09.011
Alloy 0538,Al17Co17Cr17Fe17Ni17Fe15,5,7.32,5.4858,0.1127,-10.4312,13.05,PM,-,1100,10,-,-,-,Im,10.1016/j.intermet.2018.09.011
HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy 0539,Al16Co16Cr16Fe16Ni16Fe20,5,7.36,5.373,0.1098,-9.8048,12.81,PM,-,1100,10,-,-,-,Im,10.1016/j.intermet.2018.09.011
Alloy 0540,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,-,-,-,BCC_SS,10.1007/s11837-012-0366-5
Alloy 0541,AlCoCrFeNiTi0.5,6,6.91,6.12,0.13,-17.92,14.7,AC,-,-,-,-,-,-,BCC_SS,10.1007/s11837-012-0366-5
Alloy 0542,Fe34Cr34Ni14Al14Co4,5,7.65,4.4299,0.1031,-7.5744,12.63,AC,-,-,-,-,-,-,Im,10.1016/j.msea.2018.01.034
Alloy 0545,Al0.5CoCrFeMnNi,6,8.08,4.4259,0.1389,-2.6509,16.01,AC,CW,1200,360,1200,360,-,FCC_PLUS_BCC,10.1016/j.msea.2019.01.041
Alloy 0546,Cr20Fe6Co34Ni34Mo6,5,8.5,2.1847,0.1202,-4.2928,11.58,AC,CW,-,-,-,-,-,FCC_SS,10.1016/j.ijplas.2018.10.005
Alloy 0547,Cr20Fe6Co34Ni34Mo6,5,8.5,2.1847,0.1202,-4.2928,11.58,AC,HW,1200,2880,675,60,AQ,FCC_SS,10.1016/j.ijplas.2018.10.005
Alloy 0548,Cr20Fe6Co34Ni34Mo6,5,8.5,2.1847,0.1202,-4.2928,11.58,AC,HW,1200,2880,675,300,AQ,FCC_SS,10.1016/j.ijplas.2018.10.005
Alloy 0549,Cr20Fe6Co34Ni34Mo6,5,8.5,2.1847,0.1202,-4.2928,11.58,AC,HW,1200,2880,675,600,AQ,FCC_SS,10.1016/j.ijplas.2018.10.005
Alloy 0550,Cr20Fe6Co34Ni34Mo6,5,8.5,2.1847,0.1202,-4.2928,11.58,AC,HW,1200,2880,700,30,AQ,FCC_SS,10.1016/j.ijplas.2018.10.005
Alloy 0551,Cr20Fe6Co34Ni34Mo6,5,8.5,2.1847,0.1202,-4.2928,11.58,AC,HW,1200,2880,700,60,AQ,FCC_SS,10.1016/j.ijplas.2018.10.005
Alloy 0552,CoCrFeMnNi,5,8,0.92,0.14,-4.16,13.38,AC,CW,1200,3600,1000,600,-,FCC_SS,10.1016/j.jallcom.2019.04.296
Alloy 0553,AlCoCrNi,4,7,6.1341,0.1316,-15.5,11.53,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2018.11.057
Alloy 0554,AlCoCrFeNi,5,7.2,5.25,0.12,-12.32,13.38,AC,-,-,-,-,-,-,Im,10.1016/j.jallcom.2018.11.057
Alloy 0555,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,-,1100,360,-,-,WQ,FCC_SS,10.1016/j.msea.2018.08.079
Alloy 0556,CoCrNi,3,8.33,1.12,0.11,-4.89,9.13,AC,-,1100,360,900,60,WQ,FCC_SS,10.1016/j.msea.2018.08.079
Alloy 0557,V10Cr15Mn5Fe35Co10Ni25,6,7.95,2.4036,0.1136,-6.26,13.38,AC,CW,1100,360,900,60,-,FCC_SS,10.1016/j.msea.2019.138604
Alloy 0558,V10Cr15Mn5Fe35Co10Ni25,6,7.95,2.4036,0.1136,-6.26,13.38,AC,CW,1100,360,800,60,-,Im,10.1016/j.msea.2019.138604
Alloy 0559,V10Cr15Mn5Fe35Co10Ni25,6,7.95,2.4036,0.1136,-6.26,13.38,AC,CW,1100,360,700,60,-,Im,10.1016/j.msea.2019.138604
Alloy 0560,V10Cr15Mn5Fe35Co10Ni25,6,7.95,2.4036,0.1136,-6.26,13.38,AC,CW,1100,360,700,10,-,Im,10.1016/j.msea.2019.138604
Alloy 0561,V10Cr15Mn5Fe35Co10Ni25,6,7.95,2.4036,0.1136,-6.26,13.38,AC,CW,1100,360,700,2,-,Im,10.1016/j.msea.2019.138604
Alloy 0562,V10Cr15Mn5Fe35Co10Ni25,6,7.95,2.4036,0.1136,-6.26,13.38,AC,CW,1100,360,600,10,-,Im,10.1016/j.msea.2019.138604
Alloy 0563,Co17.5Cr12.5Fe55Ni10Mo5,5,8.03,2.0929,0.1,-2.335,10.59,AC,CW,1200,360,900,60,WQ,Im,10.1016/j.jallcom.2018.12.040
Alloy 0564,Co17.5Cr12.5Fe55Ni10Mo5,5,8.03,2.0929,0.1,-2.335,10.59,AC,CW,1200,360,1000,60,WQ,FCC_SS,10.1016/j.jallcom.2018.12.040
Alloy 0565,Co17.5Cr12.5Fe55Ni10Mo5,5,8.03,2.0929,0.1,-2.335,10.59,AC,CW,1200,360,1100,60,WQ,FCC_SS,10.1016/j.jallcom.2018.12.040
Alloy 0566,Co17.5Cr12.5Fe55Ni10Mo5,5,8.03,2.0929,0.1,-2.335,10.59,AC,CW,1200,360,1200,60,WQ,FCC_SS,10.1016/j.jallcom.2018.12.040
Alloy 0567,Co18Cr12.5Fe55Ni7Mo7.5,5,7.92,2.514,0.1111,-2.331,10.62,AC,CW,1200,360,900,60,WQ,Im,10.1016/j.jallcom.2018.12.040
Alloy 0568,Co18Cr12.5Fe55Ni7Mo7.5,5,7.92,2.514,0.1111,-2.331,10.62,AC,CW,1200,360,1000,60,WQ,Im,10.1016/j.jallcom.2018.12.040
Alloy 0569,Co18Cr12.5Fe55Ni7Mo7.5,5,7.92,2.514,0.1111,-2.331,10.62,AC,CW,1200,360,1100,60,WQ,FCC_SS,10.1016/j.jallcom.2018.12.040
Alloy 0570,Co18Cr12.5Fe55Ni7Mo7.5,5,7.92,2.514,0.1111,-2.331,10.62,AC,CW,1200,360,1200,60,WQ,FCC_SS,10.1016/j.jallcom.2018.12.040
Alloy 0571,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0572,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0573,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0574,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0575,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0576,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0577,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0578,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0579,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0580,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0581,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0582,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0583,AlCoCrCuFeNi,6,7.83,4.82,0.12,-4.78,14.9,AC,HW,960,3000,-,-,WQ,FCC_PLUS_BCC,10.1016/j.msea.2011.11.045
Alloy 0584,AlMo0.5NbTa0.5TiZr,5,4.3,4.34,0.22,-16.84,14.53,AC,-,1400,120,1200,1440,10 K min−1,BCC_SS,10.1016/j.actamat.2014.01.029
Alloy 0585,AlMo0.5NbTa0.5TiZr,5,4.3,4.34,0.22,-16.84,14.53,AC,-,1400,120,1200,1440,10 K min−1,BCC_SS,10.1016/j.actamat.2014.01.029
Alloy 0586,AlMo0.5NbTa0.5TiZr,5,4.3,4.34,0.22,-16.84,14.53,AC,-,1400,120,1200,1440,10 K min−1,BCC_SS,10.1016/j.actamat.2014.01.029
Alloy 0587,Al0.4Hf0.6NbTaTiZr,6,4.32,4.11,0.12,-6.33,14.5,AC,-,1400,120,1200,1440,10 K min−1,BCC_SS,10.1016/j.actamat.2014.01.029
Alloy 0588,Al0.4Hf0.6NbTaTiZr,6,4.32,4.11,0.12,-6.33,14.5,AC,-,1400,120,1200,1440,10 K min−1,BCC_SS,10.1016/j.actamat.2014.01.029
Alloy 0589,Al0.4Hf0.6NbTaTiZr,6,4.32,4.11,0.12,-6.33,14.5,AC,-,1400,120,1200,1440,10 K min−1,BCC_SS,10.1016/j.actamat.2014.01.029
Alloy 0590,Al0.4Hf0.6NbTaTiZr,6,4.32,4.11,0.12,-6.33,14.5,AC,-,1400,120,1200,1440,10 K min−1,BCC_SS,10.1016/j.actamat.2014.01.029
Alloy 0591,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,-,1200,180,-,-,-,BCC_SS,10.1016/j.jallcom.2011.02.171
Alloy 0592,AlMo0.5NbTa0.5TiZr,5,4.3,4.34,0.22,-16.84,14.53,AC,-,1400,120,1400,1440,10 °C/min,Im,10.1007/s11837-014-1066-0
Alloy 0593,AlNb1.5Ta0.5Ti1.5Zr0.5,5,4.2,3.07,0.08,-15.12,12.51,AC,-,1400,120,1400,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0594,AlNb1.5Ta0.5Ti1.5Zr0.5,5,4.2,3.07,0.08,-15.12,12.51,AC,-,1400,120,1400,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0595,AlNb1.5Ta0.5Ti1.5Zr0.5,5,4.2,3.07,0.08,-15.12,12.51,AC,-,1400,120,1400,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0596,Al0.4Hf0.6NbTaTiZr,6,4.32,4.11,0.12,-6.33,14.5,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0597,Al0.4Hf0.6NbTaTiZr,6,4.32,4.11,0.12,-6.33,14.5,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0598,Al0.4Hf0.6NbTaTiZr,6,4.32,4.11,0.12,-6.33,14.5,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0599,Al0.3NbTaTi1.4Zr1.3,5,4.4,4.7543,0.1013,-5.0406,12.83,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0600,Al0.3NbTaTi1.4Zr1.3,5,4.4,4.7543,0.1013,-5.0406,12.83,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0601,Al0.3NbTaTi1.4Zr1.3,5,4.4,4.7543,0.1013,-5.0406,12.83,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0602,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,6,4.34,4.5,0.11,-4.86,13.46,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0603,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,6,4.34,4.5,0.11,-4.86,13.46,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0604,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,6,4.34,4.5,0.11,-4.86,13.46,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0605,Al0.5NbTa0.8Ti1.5V0.2Zr,6,4.3,4.23,0.1,-8.62,13.78,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0606,Al0.5NbTa0.8Ti1.5V0.2Zr,6,4.3,4.23,0.1,-8.62,13.78,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0607,Al0.5NbTa0.8Ti1.5V0.2Zr,6,4.3,4.23,0.1,-8.62,13.78,AC,-,1200,120,1200,1440,10 °C/min,BCC_SS,10.1007/s11837-014-1066-0
Alloy 0608,AlNbTiV,4,4.25,3.3,0.03,-16.25,11.53,AC,-,1200,1440,-,-,-,BCC_SS,10.1016/j.matlet.2014.11.162
Alloy 0609,AlNbTiV,4,4.25,3.3,0.03,-16.25,11.53,AC,-,1200,1440,-,-,-,BCC_SS,10.1016/j.matlet.2014.11.162
Alloy 0610,AlNbTiV,4,4.25,3.3,0.03,-16.25,11.53,AC,-,1200,1440,-,-,-,BCC_SS,10.1016/j.matlet.2014.11.162
Alloy 0611,AlNbTiV,4,4.25,3.3,0.03,-16.25,11.53,AC,-,1200,1440,-,-,-,BCC_SS,10.1016/j.matlet.2014.11.162
Alloy 0612,HfNbTiVZr,5,4.4,6.08,0.14,0.16,13.38,AC,-,-,-,-,-,-,Im,10.1016/j.ijrmhm.2014.07.009
Alloy 0613,HfNbTiVZr,5,4.4,6.08,0.14,0.16,13.38,AC,-,-,-,300,600,-,BCC_SS,10.1016/j.ijrmhm.2014.07.009
Alloy 0614,HfNbTiVZr,5,4.4,6.08,0.14,0.16,13.38,AC,-,-,-,500,600,-,BCC_SS,10.1016/j.ijrmhm.2014.07.009
Alloy 0615,HfNbTiVZr,5,4.4,6.08,0.14,0.16,13.38,AC,-,-,-,700,600,-,BCC_SS,10.1016/j.ijrmhm.2014.07.009
Alloy 0616,HfNbTiVZr,5,4.4,6.08,0.14,0.16,13.38,AC,-,-,-,900,600,-,Im,10.1016/j.ijrmhm.2014.07.009
Alloy 0617,CrHfNbTiZr,5,4.6,8.6265,0.145,-4,13.38,AC,-,-,-,-,-,-,Im,10.1016/j.ijrmhm.2014.07.009
Alloy 0618,CrHfNbTiZr,5,4.6,8.6265,0.145,-4,13.38,AC,-,-,-,300,600,-,Im,10.1016/j.ijrmhm.2014.07.009
Alloy 0619,CrHfNbTiZr,5,4.6,8.6265,0.145,-4,13.38,AC,-,-,-,500,600,-,Im,10.1016/j.ijrmhm.2014.07.009
Alloy 0620,CrHfNbTiZr,5,4.6,8.6265,0.145,-4,13.38,AC,-,-,-,700,600,-,Im,10.1016/j.ijrmhm.2014.07.009
Alloy 0621,CrHfNbTiZr,5,4.6,8.6265,0.145,-4,13.38,AC,-,-,-,900,600,-,Im,10.1016/j.ijrmhm.2014.07.009
Alloy 0622,NbCrMo0.5Ta0.5TiZr,6,4.9,7.13,0.22,-4.92,14.53,AC,-,1450,180,-,-,20 K/min,Im,10.1016/j.msea.2011.09.033
Alloy 0623,NbCrMo0.5Ta0.5TiZr,6,4.9,7.13,0.22,-4.92,14.53,AC,-,1450,180,-,-,20 K/min,Im,10.1016/j.msea.2011.09.033
Alloy 0624,NbCrMo0.5Ta0.5TiZr,6,4.9,7.13,0.22,-4.92,14.53,AC,-,1450,180,-,-,20 K/min,Im,10.1016/j.msea.2011.09.033
HEA Phase Dataset v1d,,,,,,,,,,,,,,,,
Alloy 0625,NbCrMo0.5Ta0.5TiZr,6,4.9,7.13,0.22,-4.92,14.53,AC,-,1450,180,-,-,20 K/min,Im,10.1016/j.msea.2011.09.033
Alloy 0626,NbTiVZr,4,4.5,6.03,0.12,-0.25,11.53,AC,-,1200,120,1200,1440,-,BCC_SS,10.1016/j.msea.2012.12.018
Alloy 0627,NbTiVZr,4,4.5,6.03,0.12,-0.25,11.53,AC,-,1200,120,1200,1440,-,BCC_SS,10.1016/j.msea.2012.12.018
Alloy 0628,NbTiVZr,4,4.5,6.03,0.12,-0.25,11.53,AC,-,1200,120,1200,1440,-,BCC_SS,10.1016/j.msea.2012.12.018
Alloy 0629,NbTiVZr,4,4.5,6.03,0.12,-0.25,11.53,AC,-,1200,120,1200,1440,-,BCC_SS,10.1016/j.msea.2012.12.018
Alloy 0630,NbTiV2Zr,4,4.6,7.4805,0.1129,-0.96,11.08,AC,-,1200,120,1200,1440,-,BCC_SS,10.1016/j.msea.2012.12.018
Alloy 0631,NbTiV3Zr,4,4.67,7.4975,0.1077,-1.4444,10.33,AC,-,1200,120,1200,1440,-,BCC_SS,10.1016/j.msea.2012.12.018
Alloy 0632,NbTiV4Zr,4,4.71,7.369,0.1027,-1.6327,9.59,AC,-,1200,120,1200,1440,-,BCC_SS,10.1016/j.msea.2012.12.018
Alloy 0633,NbTiV5Zr,4,4.75,7.1874,0.0981,-1.6875,8.93,AC,-,1200,120,1200,1440,-,BCC_SS,10.1016/j.msea.2012.12.018
Alloy 0634,CrNbTiZr,4,4.75,7.84,0.12,-5,11.53,AC,-,1200,120,1200,1440,-,Im,10.1016/j.msea.2012.12.018
Alloy 0635,CrNbTiZr,4,4.75,7.84,0.12,-5,11.53,AC,-,1200,120,1200,1440,-,Im,10.1016/j.msea.2012.12.018
Alloy 0636,CrNbTiZr,4,4.75,7.84,0.12,-5,11.53,AC,-,1200,120,1200,1440,-,Im,10.1016/j.msea.2012.12.018
Alloy 0637,CrNbTiZr,4,4.75,7.84,0.12,-5,11.53,AC,-,1200,120,1200,1440,-,Im,10.1016/j.msea.2012.12.018
Alloy 0638,CrNbTiVZr,5,4.8,7.67,0.12,-4.64,13.38,AC,-,1200,120,1200,1440,-,Im,10.1016/j.msea.2012.12.018
Alloy 0639,CrNbTiVZr,5,4.8,7.67,0.12,-4.64,13.38,AC,-,1200,120,1200,1440,-,Im,10.1016/j.msea.2012.12.018
Alloy 0640,CrNbTiVZr,5,4.8,7.67,0.12,-4.64,13.38,AC,-,1200,120,1200,1440,-,Im,10.1016/j.msea.2012.12.018
Alloy 0641,CrNbTiVZr,5,4.8,7.67,0.12,-4.64,13.38,AC,-,1200,120,1200,1440,-,Im,10.1016/j.msea.2012.12.018
Alloy 0642,MoNbHfZrTi,5,4.6,6.0973,0.3096,-3.2,13.38,AC,-,1100,600,-,-,FC,BCC_SS,10.1016/j.matdes.2015.05.019
Alloy 0643,MoNbHfZrTi,5,4.6,6.0973,0.3096,-3.2,13.38,AC,-,1100,600,-,-,FC,BCC_SS,10.1016/j.matdes.2015.05.019
Alloy 0644,MoNbHfZrTi,5,4.6,6.0973,0.3096,-3.2,13.38,AC,-,1100,600,-,-,FC,BCC_SS,10.1016/j.matdes.2015.05.019
Alloy 0645,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,-,1200,60,1200,1440,-,BCC_SS,10.1007/s10853-012-6260-2
Alloy 0646,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,-,1200,60,1200,1440,-,BCC_SS,10.1007/s10853-012-6260-2
Alloy 0647,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,-,1200,60,1200,1440,-,BCC_SS,10.1007/s10853-012-6260-2
Alloy 0648,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,-,1200,60,1200,1440,-,BCC_SS,10.1007/s10853-012-6260-2
Alloy 0649,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,-,1200,60,1200,1440,-,BCC_SS,10.1007/s10853-012-6260-2
Alloy 0650,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,-,1200,60,1200,1440,-,BCC_SS,10.1007/s10853-012-6260-2
Alloy 0651,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,1200,120,-,-,-,BCC_SS,10.1016/j.jallcom.2015.07.209
Alloy 0652,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,1200,120,800,120,15 °C/min,BCC_SS,10.1016/j.jallcom.2015.07.209
Alloy 0653,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,1200,120,1000,120,15 °C/min,BCC_SS,10.1016/j.jallcom.2015.07.209
Alloy 0654,HfNbTaTiZr,5,4.4,4.01,0.12,2.72,13.38,AC,CW,1200,120,1200,1440,15 °C/min,BCC_SS,10.1016/j.jallcom.2015.07.209
Alloy 0655,MoNbTaVW,5,5.4,3.21,0.34,-4.64,13.38,AC,-,-,-,1400,1140,-,BCC_SS,10.1016/j.intermet.2011.01.004
